latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
53.18102,8.181818,9.0,7200,Europe/Berlin,GMT+2

time,temperature_2m (°C),rain (mm),precipitation (mm),dew_point_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),weather_code (wmo code),surface_pressure (hPa)
2025-10-04T23:00,9.5,0.10,0.10,7.4,87,4.8,51,995.1
2025-10-05T00:00,9.9,0.10,0.10,8.2,89,5.5,51,995.6
2025-10-05T01:00,10.1,0.10,0.10,8.4,89,5.7,51,996.1
2025-10-05T02:00,10.1,0.00,0.00,8.2,88,5.5,3,996.8
2025-10-05T03:00,10.4,0.00,0.00,7.5,82,5.7,3,996.9
2025-10-05T04:00,10.7,0.00,0.00,6.9,77,5.9,3,997.1
2025-10-05T05:00,10.8,0.00,0.00,6.0,72,5.8,3,997.6
2025-10-05T06:00,11.0,0.00,0.00,5.6,70,5.7,3,998.1
2025-10-05T07:00,10.2,0.00,0.00,6.4,77,5.3,2,998.7
2025-10-05T08:00,10.1,0.00,0.00,7.5,84,5.7,3,999.2
2025-10-05T09:00,10.6,0.00,0.00,7.9,83,6.4,3,999.9
2025-10-05T10:00,11.4,0.00,0.00,8.4,82,7.9,3,1001.0
2025-10-05T11:00,12.2,0.10,0.10,8.9,81,9.0,51,1001.7
2025-10-05T12:00,13.3,0.10,0.10,8.6,73,9.1,51,1002.5
2025-10-05T13:00,13.7,0.10,0.10,8.4,71,9.2,51,1003.2
2025-10-05T14:00,12.7,0.60,0.60,9.5,81,8.8,53,1003.6
2025-10-05T15:00,12.5,0.20,0.20,8.8,78,8.3,51,1004.2
2025-10-05T16:00,12.4,0.20,0.20,9.6,83,8.7,51,1004.7
2025-10-05T17:00,11.9,0.20,0.20,9.5,86,8.1,51,1005.6
2025-10-05T18:00,11.5,0.30,0.30,9.3,87,7.5,51,1006.6
2025-10-05T19:00,11.3,0.30,0.30,9.3,87,7.0,51,1007.4
2025-10-05T20:00,10.9,0.30,0.30,10.1,94,6.9,51,1008.4
2025-10-05T21:00,10.9,0.40,0.40,9.4,91,6.6,51,1009.2
2025-10-05T22:00,10.9,0.10,0.10,9.4,91,7.0,51,1009.7
2025-10-05T23:00,11.0,0.00,0.00,9.4,90,7.3,3,1010.3
2025-10-06T00:00,11.4,0.10,0.10,9.3,87,7.6,51,1011.1
2025-10-06T01:00,11.8,0.00,0.00,9.2,84,8.1,3,1011.5
2025-10-06T02:00,10.9,0.10,0.10,8.9,87,7.2,51,1012.3
2025-10-06T03:00,11.2,0.10,0.10,8.7,85,7.7,51,1012.7
2025-10-06T04:00,11.1,0.00,0.00,8.1,82,7.9,2,1013.0
2025-10-06T05:00,11.1,0.00,0.00,7.7,80,7.6,2,1013.6
2025-10-06T06:00,11.5,0.10,0.10,8.6,82,8.3,51,1014.1
2025-10-06T07:00,11.5,0.10,0.10,9.1,85,8.9,51,1014.5
2025-10-06T08:00,11.4,0.00,0.00,9.8,90,9.1,3,1015.3
2025-10-06T09:00,11.9,0.00,0.00,10.0,88,9.7,3,1016.1
2025-10-06T10:00,12.2,0.00,0.00,10.5,90,10.2,3,1016.5
2025-10-06T11:00,13.3,0.00,0.00,10.7,84,10.6,3,1017.0
2025-10-06T12:00,13.3,0.10,0.10,11.4,88,11.3,51,1017.4
2025-10-06T13:00,13.4,0.50,0.50,12.1,92,11.1,53,1017.6
2025-10-06T14:00,13.9,0.60,0.60,12.6,92,11.7,53,1018.0
2025-10-06T15:00,14.6,0.10,0.10,13.1,90,12.9,51,1018.4
2025-10-06T16:00,14.7,0.10,0.10,12.4,86,13.0,51,1018.3
2025-10-06T17:00,14.3,0.10,0.10,12.5,89,12.6,51,1018.7
2025-10-06T18:00,13.8,0.10,0.10,12.4,91,12.3,51,1019.2
2025-10-06T19:00,13.4,0.00,0.00,12.4,93,12.3,3,1019.4
2025-10-06T20:00,12.7,0.00,0.00,12.3,97,11.9,3,1020.3
2025-10-06T21:00,12.6,0.00,0.00,12.2,97,11.7,2,1020.9
2025-10-06T22:00,12.2,0.00,0.00,11.9,98,11.2,1,1021.0
2025-10-06T23:00,12.0,0.00,0.00,11.7,98,10.9,2,1021.2
2025-10-07T00:00,12.4,0.00,0.00,12.0,98,11.3,3,1021.2
2025-10-07T01:00,12.7,0.00,0.00,12.3,98,11.7,3,1021.3
2025-10-07T02:00,12.9,0.00,0.00,12.6,98,12.0,3,1021.5
2025-10-07T03:00,13.1,0.00,0.00,12.7,97,12.3,3,1021.5
2025-10-07T04:00,13.1,0.00,0.00,12.7,98,12.4,3,1021.1
2025-10-07T05:00,13.0,0.00,0.00,12.7,98,12.2,3,1021.3
2025-10-07T06:00,13.1,0.00,0.00,12.8,98,12.3,3,1021.3
2025-10-07T07:00,13.2,0.00,0.00,12.9,98,12.5,3,1021.4
2025-10-07T08:00,13.3,0.00,0.00,13.0,98,12.8,3,1021.8
2025-10-07T09:00,13.8,0.00,0.00,13.2,96,13.3,3,1022.1
2025-10-07T10:00,14.8,0.00,0.00,13.4,92,13.8,2,1022.2
2025-10-07T11:00,16.2,0.00,0.00,14.1,87,15.9,0,1022.3
2025-10-07T12:00,17.7,0.00,0.00,14.2,80,16.8,3,1022.2
2025-10-07T13:00,18.3,0.00,0.00,14.4,78,17.3,3,1022.0
2025-10-07T14:00,18.2,0.00,0.00,14.5,79,17.4,3,1021.6
2025-10-07T15:00,18.9,0.10,0.10,14.5,75,18.3,51,1021.4
2025-10-07T16:00,18.8,0.10,0.10,14.9,78,18.5,51,1021.1
2025-10-07T17:00,18.4,0.00,0.00,14.8,80,17.8,3,1020.8
2025-10-07T18:00,17.6,0.00,0.00,14.5,82,17.2,3,1020.8
2025-10-07T19:00,17.0,0.00,0.00,14.1,83,16.5,3,1020.9
2025-10-07T20:00,16.2,0.00,0.00,14.3,89,15.9,3,1021.4
2025-10-07T21:00,15.7,0.00,0.00,13.8,88,15.1,3,1021.5
2025-10-07T22:00,15.4,0.00,0.00,13.3,88,14.4,3,1021.5
2025-10-07T23:00,14.8,0.10,0.10,13.2,90,14.0,51,1021.5
2025-10-08T00:00,14.5,0.00,0.00,12.9,90,13.8,3,1021.3
2025-10-08T01:00,14.5,0.00,0.00,12.4,87,13.4,3,1021.0
2025-10-08T02:00,14.2,0.10,0.10,12.5,90,13.1,51,1020.9
2025-10-08T03:00,14.1,0.00,0.00,12.5,90,13.1,3,1020.6
2025-10-08T04:00,14.0,0.00,0.00,12.5,91,13.0,3,1020.1
2025-10-08T05:00,13.8,0.90,0.90,12.5,92,12.8,53,1019.6
2025-10-08T06:00,13.7,0.00,0.00,12.6,93,12.7,3,1019.5
2025-10-08T07:00,13.5,0.00,0.00,12.6,94,12.7,3,1019.4
2025-10-08T08:00,13.3,0.00,0.00,12.6,96,12.5,3,1019.4
2025-10-08T09:00,13.6,0.00,0.00,12.7,95,12.8,3,1019.5
2025-10-08T10:00,14.0,0.00,0.00,12.7,92,13.1,3,1019.6
2025-10-08T11:00,15.1,0.00,0.00,12.4,84,13.8,3,1019.7
2025-10-08T12:00,15.6,0.10,0.10,12.2,80,14.3,51,1019.5
2025-10-08T13:00,15.8,0.00,0.00,11.9,78,14.1,3,1019.3
2025-10-08T14:00,16.2,0.00,0.00,11.8,75,14.9,3,1019.2
2025-10-08T15:00,16.4,0.00,0.00,12.2,76,15.3,3,1019.1
2025-10-08T16:00,15.8,0.10,0.10,12.7,82,14.9,51,1019.1
2025-10-08T17:00,15.3,0.20,0.20,13.1,87,14.5,51,1019.1
2025-10-08T18:00,14.8,0.20,0.20,13.1,90,14.0,51,1019.2
2025-10-08T19:00,14.1,0.00,0.00,13.0,93,13.7,2,1019.5
2025-10-08T20:00,13.7,0.00,0.00,12.5,92,13.3,3,1020.2
2025-10-08T21:00,13.1,0.00,0.00,12.4,95,12.7,2,1020.6
2025-10-08T22:00,12.2,0.00,0.00,11.6,96,11.7,1,1020.7
2025-10-08T23:00,11.3,0.00,0.00,10.9,98,10.4,2,1021.1
2025-10-09T00:00,10.6,0.00,0.00,10.3,98,9.6,3,1021.2
2025-10-09T01:00,11.1,0.00,0.00,10.7,97,10.0,3,1020.9
2025-10-09T02:00,11.8,0.00,0.00,11.0,95,10.7,3,1021.2
2025-10-09T03:00,12.0,0.00,0.00,11.1,94,10.9,3,1021.2
2025-10-09T04:00,12.0,0.00,0.00,10.9,93,10.8,3,1021.1
2025-10-09T05:00,11.7,0.00,0.00,10.6,93,10.4,3,1021.0
2025-10-09T06:00,11.2,0.00,0.00,10.1,93,9.7,3,1021.0
2025-10-09T07:00,10.3,0.00,0.00,9.3,94,8.6,3,1021.3
2025-10-09T08:00,10.6,0.00,0.00,9.3,92,8.7,3,1021.8
2025-10-09T09:00,11.1,0.00,0.00,9.4,89,9.2,3,1022.2
2025-10-09T10:00,12.1,0.00,0.00,10.0,87,10.6,3,1022.5
2025-10-09T11:00,13.1,0.00,0.00,10.5,84,11.6,3,1022.7
2025-10-09T12:00,13.9,0.00,0.00,10.4,79,12.0,3,1022.8
2025-10-09T13:00,14.6,0.00,0.00,9.8,73,12.2,3,1023.0
2025-10-09T14:00,14.8,0.00,0.00,9.5,71,12.0,3,1022.7
2025-10-09T15:00,15.1,0.00,0.00,9.4,69,12.1,3,1022.8
2025-10-09T16:00,15.0,0.00,0.00,9.4,69,12.2,3,1022.7
2025-10-09T17:00,15.0,0.00,0.00,9.8,71,12.8,3,1023.0
2025-10-09T18:00,14.7,0.00,0.00,10.0,73,12.6,3,1022.9
2025-10-09T19:00,14.4,0.00,0.00,9.9,74,12.0,3,1023.0
2025-10-09T20:00,13.8,0.00,0.00,10.3,79,11.4,3,1023.6
2025-10-09T21:00,13.6,0.00,0.00,10.8,83,11.2,3,1023.9
2025-10-09T22:00,13.5,0.00,0.00,11.1,85,11.2,3,1023.9
2025-10-09T23:00,13.5,0.00,0.00,11.4,87,11.2,3,1024.2
2025-10-10T00:00,13.6,0.00,0.00,11.8,89,11.5,3,1024.7
2025-10-10T01:00,13.7,0.00,0.00,12.0,90,11.7,3,1024.6
2025-10-10T02:00,12.9,0.00,0.00,11.7,92,10.8,3,1025.1
2025-10-10T03:00,12.7,0.00,0.00,11.6,93,10.8,3,1025.3
2025-10-10T04:00,12.6,0.00,0.00,11.5,93,10.8,3,1025.4
2025-10-10T05:00,11.8,0.00,0.00,11.0,95,10.2,3,1025.8
2025-10-10T06:00,11.3,0.00,0.00,10.6,95,9.8,1,1026.2
2025-10-10T07:00,11.0,0.00,0.00,10.2,95,9.4,3,1026.6
2025-10-10T08:00,10.7,0.00,0.00,10.0,95,8.6,3,1027.2
2025-10-10T09:00,11.4,0.00,0.00,10.4,94,9.4,3,1027.8
2025-10-10T10:00,13.6,0.00,0.00,11.1,85,11.3,3,1028.6
2025-10-10T11:00,14.7,0.00,0.00,11.7,82,13.2,3,1029.2
2025-10-10T12:00,15.5,0.00,0.00,12.1,80,14.1,3,1029.5
2025-10-10T13:00,15.8,0.00,0.00,11.9,77,13.6,2,1029.8
2025-10-10T14:00,16.4,0.00,0.00,11.4,72,14.4,2,1029.9
2025-10-10T15:00,17.0,0.00,0.00,11.3,69,15.0,1,1029.6
2025-10-10T16:00,17.0,0.00,0.00,11.1,68,14.9,2,1029.5
2025-10-10T17:00,16.8,0.00,0.00,11.8,72,15.1,1,1029.5
2025-10-10T18:00,16.0,0.00,0.00,11.8,76,14.6,0,1029.5
2025-10-10T19:00,14.6,0.00,0.00,12.1,85,13.2,1,1029.8
2025-10-10T20:00,13.7,0.00,0.00,12.3,91,12.5,1,1030.3
2025-10-10T21:00,13.4,0.00,0.00,12.0,92,11.9,2,1030.5
2025-10-10T22:00,13.5,0.00,0.00,11.9,90,11.9,3,1030.5
2025-10-10T23:00,13.8,0.00,0.00,12.0,89,12.2,3,1030.4
2025-10-11T00:00,13.6,0.00,0.00,12.1,91,12.3,3,1030.4
2025-10-11T01:00,13.6,0.00,0.00,12.1,91,12.3,3,1030.4
2025-10-11T02:00,13.7,0.00,0.00,11.9,89,12.4,3,1030.7
2025-10-11T03:00,13.7,0.00,0.00,11.8,88,12.4,3,1030.7
2025-10-11T04:00,13.6,0.00,0.00,11.8,89,12.2,3,1030.5
2025-10-11T05:00,13.5,0.00,0.00,11.7,89,12.0,3,1030.6
2025-10-11T06:00,13.3,0.00,0.00,11.7,90,11.7,3,1030.5
2025-10-11T07:00,12.9,0.00,0.00,11.6,92,11.4,3,1030.5
2025-10-11T08:00,12.9,0.00,0.00,11.7,92,11.6,3,1030.8
2025-10-11T09:00,13.4,0.00,0.00,11.9,91,12.1,3,1031.2
2025-10-11T10:00,14.2,0.00,0.00,12.1,87,13.0,3,1031.4
2025-10-11T11:00,14.9,0.00,0.00,12.1,83,13.1,2,1031.6
2025-10-11T12:00,15.9,0.00,0.00,11.7,76,14.0,3,1031.3
2025-10-11T13:00,16.2,0.10,0.10,11.5,73,14.3,51,1031.4
2025-10-11T14:00,16.6,0.00,0.00,10.3,67,14.3,3,1031.2
2025-10-11T15:00,16.6,0.00,0.00,10.6,68,14.4,3,1030.8
2025-10-11T16:00,16.4,0.00,0.00,11.0,71,14.2,1,1030.6
2025-10-11T17:00,16.0,0.00,0.00,11.3,74,14.2,1,1030.6
2025-10-11T18:00,15.0,0.00,0.00,11.5,80,13.6,3,1030.7
2025-10-11T19:00,14.2,0.00,0.00,11.7,85,13.1,3,1030.7
2025-10-11T20:00,14.2,0.00,0.00,11.8,85,13.2,3,1030.8
2025-10-11T21:00,13.8,0.00,0.00,11.8,88,12.8,2,1030.6
2025-10-11T22:00,13.3,0.00,0.00,11.7,90,12.2,3,1030.7
2025-10-11T23:00,13.3,0.00,0.00,11.5,89,12.2,3,1030.7
2025-10-12T00:00,13.3,0.00,0.00,11.4,88,12.1,3,1030.6
2025-10-12T01:00,13.2,0.00,0.00,11.5,89,12.2,3,1030.4
2025-10-12T02:00,12.9,0.00,0.00,11.0,88,11.9,3,1030.3
2025-10-12T03:00,12.8,0.00,0.00,11.2,90,11.9,3,1029.9
2025-10-12T04:00,12.6,0.00,0.00,11.1,91,11.5,3,1029.3
2025-10-12T05:00,12.5,0.00,0.00,11.0,91,11.3,3,1029.1
2025-10-12T06:00,12.3,0.00,0.00,10.8,91,10.9,3,1028.8
2025-10-12T07:00,12.4,0.00,0.00,10.8,90,10.9,3,1028.4
2025-10-12T08:00,11.9,0.00,0.00,10.6,91,10.4,3,1028.3
2025-10-12T09:00,12.4,0.00,0.00,10.7,89,11.0,3,1028.4
2025-10-12T10:00,13.1,0.00,0.00,10.9,87,11.8,3,1028.2
2025-10-12T11:00,13.6,1.00,1.00,11.3,86,12.0,55,1028.3
2025-10-12T12:00,13.7,2.70,2.70,12.3,92,12.7,63,1028.2
2025-10-12T13:00,14.2,0.00,0.00,12.8,91,13.3,3,1027.8
2025-10-12T14:00,14.6,0.00,0.00,12.9,90,13.2,3,1027.5
2025-10-12T15:00,15.0,0.10,0.10,13.8,93,14.5,51,1026.8
2025-10-12T16:00,15.6,0.00,0.00,13.8,89,14.4,3,1026.3
2025-10-12T17:00,15.4,0.00,0.00,14.1,92,15.0,3,1026.4
2025-10-12T18:00,15.2,0.00,0.00,14.0,92,14.8,3,1026.4
2025-10-12T19:00,14.7,0.00,0.00,13.8,94,14.4,3,1026.5
2025-10-12T20:00,14.2,0.00,0.00,13.5,95,14.2,3,1026.9
2025-10-12T21:00,14.1,0.00,0.00,13.5,96,14.1,3,1026.9
2025-10-12T22:00,14.1,0.00,0.00,13.5,96,14.0,3,1027.0
2025-10-12T23:00,13.7,0.00,0.00,13.3,97,13.6,3,1027.0
2025-10-13T00:00,13.3,0.00,0.00,12.8,96,13.0,3,1027.2
2025-10-13T01:00,13.0,0.00,0.00,12.3,95,12.7,3,1027.1
2025-10-13T02:00,12.9,0.00,0.00,12.1,95,12.5,3,1027.1
2025-10-13T03:00,12.8,0.00,0.00,12.0,95,12.4,3,1026.9
2025-10-13T04:00,12.8,0.00,0.00,11.9,94,12.3,3,1026.7
2025-10-13T05:00,12.8,0.00,0.00,11.9,94,12.4,3,1026.6
2025-10-13T06:00,12.7,0.00,0.00,11.9,95,12.3,3,1026.6
2025-10-13T07:00,12.5,0.00,0.00,11.9,96,12.2,3,1026.5
2025-10-13T08:00,12.5,0.00,0.00,12.0,97,12.3,3,1026.5
2025-10-13T09:00,12.5,0.00,0.00,12.0,96,12.3,3,1026.7
2025-10-13T10:00,13.0,0.10,0.10,12.1,94,12.9,51,1027.0
2025-10-13T11:00,13.4,0.10,0.10,12.0,92,13.6,51,1027.3
2025-10-13T12:00,13.7,0.00,0.00,11.7,88,13.8,3,1027.3
2025-10-13T13:00,14.4,0.00,0.00,11.2,81,14.5,3,1027.4
2025-10-13T14:00,15.2,0.00,0.00,10.9,76,14.8,3,1027.1
2025-10-13T15:00,15.3,0.10,0.10,11.0,75,14.7,51,1026.9
2025-10-13T16:00,15.4,0.00,0.00,11.0,75,14.9,2,1026.7
2025-10-13T17:00,15.3,0.00,0.00,10.8,75,14.8,2,1026.3
2025-10-13T18:00,13.9,0.00,0.00,11.5,85,13.9,3,1026.1
2025-10-13T19:00,12.0,0.00,0.00,10.4,90,11.5,3,1026.1
2025-10-13T20:00,11.3,0.00,0.00,10.5,95,10.6,2,1026.3
2025-10-13T21:00,10.3,0.00,0.00,9.7,96,9.5,1,1026.4
2025-10-13T22:00,9.6,0.00,0.00,8.9,95,8.5,0,1026.3
2025-10-13T23:00,9.4,0.00,0.00,8.7,95,8.2,0,1026.2
2025-10-14T00:00,9.8,0.00,0.00,8.9,94,8.5,3,1025.9
2025-10-14T01:00,10.9,0.00,0.00,9.7,92,9.5,3,1025.8
2025-10-14T02:00,11.6,0.00,0.00,10.1,91,10.4,3,1025.6
2025-10-14T03:00,11.7,0.00,0.00,10.6,93,10.7,3,1025.5
2025-10-14T04:00,11.9,0.00,0.00,10.9,93,10.9,3,1025.0
2025-10-14T05:00,12.1,0.00,0.00,11.0,93,10.9,3,1024.6
2025-10-14T06:00,12.2,0.00,0.00,11.3,94,11.1,3,1024.4
2025-10-14T07:00,12.4,0.10,0.10,11.5,95,11.3,51,1024.2
2025-10-14T08:00,12.5,0.00,0.00,12.0,96,11.8,3,1024.2
2025-10-14T09:00,12.9,0.00,0.00,12.2,96,12.2,3,1024.3
2025-10-14T10:00,13.6,0.10,0.10,12.3,92,12.7,51,1024.4
2025-10-14T11:00,14.5,0.10,0.10,12.1,86,13.0,51,1024.5
2025-10-14T12:00,14.3,0.10,0.10,11.9,85,12.3,51,1024.4
2025-10-14T13:00,14.2,0.30,0.30,11.9,86,12.2,51,1024.4
2025-10-14T14:00,14.9,0.10,0.10,11.5,80,12.9,51,1024.1
2025-10-14T15:00,14.9,0.00,0.00,11.2,78,13.1,3,1023.9
2025-10-14T16:00,14.4,0.10,0.10,11.2,81,13.0,51,1023.8
2025-10-14T17:00,14.0,0.00,0.00,11.4,84,12.9,3,1023.6
2025-10-14T18:00,13.7,0.00,0.00,11.5,87,12.7,3,1023.6
2025-10-14T19:00,13.2,0.00,0.00,11.5,89,12.5,3,1023.6
2025-10-14T20:00,12.8,0.00,0.00,11.5,92,12.3,3,1024.1
2025-10-14T21:00,12.4,0.00,0.00,11.5,94,12.0,3,1024.3
2025-10-14T22:00,12.2,0.00,0.00,11.6,96,11.8,3,1024.5
2025-10-14T23:00,12.1,0.00,0.00,11.6,96,11.7,3,1024.7
